,raw,pre
0,2.2,2.3301036
1,4.3,4.267829
2,4.1999993,4.1845555
3,2.2,2.327148
4,3.9,3.7116454
5,7.1,6.2586193
6,2.4,2.191142
7,4.0999994,4.0568504
8,2.6,2.5021994
9,1.7,1.7210755
10,4.8,4.802015
11,2.8,2.786922
12,4.3,4.267829
13,1.6000001,1.7116044
14,5.3,5.158208
15,4.1999993,4.142511
16,4.1999993,4.1333685
17,4.0999994,3.9688103
18,2.2,2.385024
19,5.2,5.8858895
