,raw,pre
0,2.2,2.4062092
1,4.3,4.141865
2,4.1999993,4.0975814
3,2.2,2.3700087
4,3.9,3.9036663
5,7.1,5.715853
6,2.4,2.184753
7,4.0999994,4.024727
8,2.6,2.2627435
9,1.7,1.9958487
10,4.8,4.727482
11,2.8,2.7291322
12,4.3,4.141865
13,1.6000001,1.9044409
14,5.3,5.2892947
15,4.1999993,4.0706234
16,4.1999993,4.164004
17,4.0999994,4.115748
18,2.2,2.1259844
19,5.2,5.4738736
