,raw,pre
0,2.2,2.2484093
1,4.3,4.2054453
2,4.1999993,4.0029964
3,2.2,2.2601907
4,3.9,3.5276675
5,7.1,5.977918
6,2.4,2.050437
7,4.0999994,3.9644408
8,2.6,2.79711
9,1.7,1.6047025
10,4.8,4.7496185
11,2.8,2.8102503
12,4.3,4.2054453
13,1.6000001,1.5838113
14,5.3,4.9817615
15,4.1999993,4.15074
16,4.1999993,4.1151705
17,4.0999994,4.0408807
18,2.2,2.7229128
19,5.2,5.632499
