,raw,pre
0,2.2,2.496856
1,4.3,4.311358
2,4.1999993,4.226019
3,2.2,2.5053027
4,3.9,3.978702
5,7.1,6.1600857
6,2.4,2.3428717
7,4.0999994,4.159601
8,2.6,2.4797583
9,1.7,1.9105518
10,4.8,4.8943
11,2.8,2.7794333
12,4.3,4.311358
13,1.6000001,1.9610372
14,5.3,5.2309575
15,4.1999993,4.179288
16,4.1999993,4.2895293
17,4.0999994,4.1971135
18,2.2,2.1807601
19,5.2,5.7981157
