,raw,pre
0,2.2,2.3699696
1,4.3,4.1545444
2,4.1999993,4.0833898
3,2.2,2.3516462
4,3.9,3.8275566
5,7.1,5.330753
6,2.4,2.2286205
7,4.0999994,3.9842052
8,2.6,2.5530298
9,1.7,1.7366302
10,4.8,4.711659
11,2.8,2.731989
12,4.3,4.1545444
13,1.6000001,1.9057848
14,5.3,5.2764764
15,4.1999993,4.0594196
16,4.1999993,4.138347
17,4.0999994,4.0894294
18,2.2,2.6042325
19,5.2,5.405118
