,raw,pre
0,2.2,2.261771
1,4.3,4.399073
2,4.1999993,4.141054
3,2.2,2.353689
4,3.9,3.6784916
5,7.1,5.9465537
6,2.4,2.2146976
7,4.0999994,4.099001
8,2.6,2.6288414
9,1.7,1.69099
10,4.8,4.870719
11,2.8,2.8299387
12,4.3,4.399073
13,1.6000001,1.7274256
14,5.3,5.137158
15,4.1999993,4.2439747
16,4.1999993,4.2074714
17,4.0999994,4.0158772
18,2.2,2.655107
19,5.2,5.7753477
