,raw,pre
0,2.2,2.3854127
1,4.3,4.1954165
2,4.1999993,4.1274304
3,2.2,2.4437375
4,3.9,3.908185
5,7.1,6.0972896
6,2.4,2.3113165
7,4.0999994,4.05442
8,2.6,2.518263
9,1.7,1.6489927
10,4.8,4.6895304
11,2.8,2.7811642
12,4.3,4.1954165
13,1.6000001,1.8557193
14,5.3,5.156585
15,4.1999993,4.0988474
16,4.1999993,4.1808314
17,4.0999994,4.1353736
18,2.2,2.2252595
19,5.2,5.676244
