,raw,pre
0,2.2,2.496232
1,4.3,4.3404202
2,4.1999993,4.1388516
3,2.2,2.5232286
4,3.9,3.6507566
5,7.1,6.639881
6,2.4,2.4001102
7,4.0999994,4.097196
8,2.6,2.557323
9,1.7,1.9657016
10,4.8,4.8570776
11,2.8,2.9061677
12,4.3,4.3404202
13,1.6000001,1.9684751
14,5.3,5.319211
15,4.1999993,4.2558117
16,4.1999993,4.191071
17,4.0999994,3.9747047
18,2.2,2.0258849
19,5.2,5.8742595
