,raw,pre
0,2.2,2.4188888
1,4.3,4.3411307
2,4.1999993,4.2707024
3,2.2,2.3833961
4,3.9,3.9973538
5,7.1,5.537475
6,2.4,2.2374086
7,4.0999994,4.1610007
8,2.6,2.2358282
9,1.7,2.0509357
10,4.8,4.7978272
11,2.8,2.6892972
12,4.3,4.3411307
13,1.6000001,2.0361931
14,5.3,5.392419
15,4.1999993,4.300544
16,4.1999993,4.315391
17,4.0999994,4.266575
18,2.2,2.337429
19,5.2,5.458558
