,raw,pre
0,4.7,4.803004
1,4.6,4.36808
2,2.4,2.5707846
3,2.8,2.617568
4,1.6000001,1.493813
5,4.4,4.3896375
6,2.8,1.9639544
7,2.8,1.9639544
8,2.8,2.5849586
9,1.6000001,1.493813
10,2.5,2.693765
11,4.4,4.416214
12,2.2,2.0742154
13,4.1999993,4.2020283
14,5.3,4.879017
15,5.4,5.1289225
16,5.3,4.974147
17,2.8,2.8683875
18,4.0999994,4.159959
19,4.0999994,4.151736
