,raw,pre
0,4.7,4.5263443
1,4.6,4.2761106
2,2.4,2.4341855
3,2.8,2.276796
4,1.6000001,1.494987
5,4.4,4.314266
6,2.8,2.5118322
7,2.8,2.5118322
8,2.8,2.4652188
9,1.6000001,1.494987
10,2.5,2.6273599
11,4.4,4.2357793
12,2.2,2.1490877
13,4.1999993,4.1533675
14,5.3,5.127952
15,5.4,5.2558317
16,5.3,4.9840875
17,2.8,2.7050955
18,4.0999994,3.9882467
19,4.0999994,4.0780206
