,raw,pre
0,4.7,4.838789
1,4.6,4.432522
2,2.4,2.7217488
3,2.8,2.728899
4,1.6000001,1.6251177
5,4.4,4.494966
6,2.8,2.5040104
7,2.8,2.5040104
8,2.8,2.697401
9,1.6000001,1.6251177
10,2.5,2.8007503
11,4.4,4.5058393
12,2.2,2.2641451
13,4.1999993,4.2176385
14,5.3,4.93953
15,5.4,5.401702
16,5.3,4.9235024
17,2.8,2.9201226
18,4.0999994,4.2557144
19,4.0999994,4.2500424
