,raw,pre
0,4.7,4.6801653
1,4.6,4.2443314
2,2.4,2.4199953
3,2.8,2.5998614
4,1.6000001,1.5802604
5,4.4,4.338634
6,2.8,2.5532215
7,2.8,2.5532215
8,2.8,2.5740173
9,1.6000001,1.5802604
10,2.5,2.6793666
11,4.4,4.3421144
12,2.2,2.1278157
13,4.1999993,4.0076985
14,5.3,4.904636
15,5.4,5.0886874
16,5.3,4.744146
17,2.8,2.808198
18,4.0999994,4.0947256
19,4.0999994,4.077167
