,raw,pre
0,4.7,4.7570715
1,4.6,4.459551
2,2.4,2.3863454
3,2.8,2.1932948
4,1.6000001,1.6142976
5,4.4,4.4642935
6,2.8,2.5376298
7,2.8,2.5376298
8,2.8,2.6251402
9,1.6000001,1.6142976
10,2.5,2.8560765
11,4.4,4.4272265
12,2.2,2.304461
13,4.1999993,4.233151
14,5.3,4.77595
15,5.4,4.997162
16,5.3,4.580694
17,2.8,2.9299366
18,4.0999994,4.180785
19,4.0999994,4.216896
