,raw,pre
0,4.7,4.8220935
1,4.6,4.320578
2,2.4,2.569387
3,2.8,2.4150343
4,1.6000001,1.5777898
5,4.4,4.4252567
6,2.8,2.5435188
7,2.8,2.5435188
8,2.8,2.6245844
9,1.6000001,1.5777898
10,2.5,2.7650716
11,4.4,4.3916826
12,2.2,2.2562723
13,4.1999993,4.263677
14,5.3,5.0101275
15,5.4,5.274942
16,5.3,4.768181
17,2.8,2.8408372
18,4.0999994,4.155054
19,4.0999994,4.184315
